video_url,nama_akun,uploadDate,likes,shares,caption,comments
https://www.tiktok.com/@itbofficial/video/7538787501075336453,itbofficial,8-15,45.1K,611,"Ngaku, siapa aja nih yang terpesona sama penampilan band MABA '25 ITB di Sidang Terbuka PMB kemarin? Keren banget kan? Buat yang belum sempat nonton, langsung buka YouTube channel ITB @itbofficial untuk rewatch 🎸🎹🥁🎶🎵",mau heran tapi mereka dari sma 3 bandung  | anak sma 3 bdg klo ke itb kayak naik kelas aja | 01 SMAN 3 Bandung jieee | ITB tuh kayak Univ Indie gitu paling cool cuek beda berprinsip sendiri berprestasi dan menyenangkan | ITB nerima orang pinter semua makanya sepi soal nya susah masuk nya | mbak2 berhijab itu ternyata yg main drum sangat tidak terduga keren | anak2 pinter kl diwawancara jawabannya bagus bgt keliatan intelek dan kata2nya jg teratur terarah on point  | afia emg ngancingin jasnya ga pas gitu kah akwwk | gak ekspek yang drum nya yang cewe | awas kena royalti
https://www.tiktok.com/@itbofficial/video/7538712021336952069,itbofficial,8-15,392,12,"Setelah resmi dilantik menjadi Mahasiswa Baru ITB, simak yuk cerita seru para maba dan yang kita ajak ngobrol setelah Sidang Terbuka, 14 Agustus 2025 💯",ke 3 | ke 2 | first | adaa beasiswa gaa minn | min mau nanyakalo di SMA ngambil jurusan IPS apakah bisa masuk jurusan pertambangan di jawab ya min
https://www.tiktok.com/@itbofficial/video/7538061720900668678,itbofficial,8-13,412,8,"Hari ini, mahasiswa baru ITB menulis pesan untuk “diri masa depan” mereka, sebuah janji untuk tetap berjuang sampai akhir. Ketika semester akhir nanti tiba, mungkin inilah suara yang akan menguatkan mereka. Dan satu hari nanti, jas almamater ini akan berganti menjadi toga wisuda, ditemani cerita tentang malam-malam panjang, kegagalan yang menguji, dan keberanian untuk terus melangkah. Kalau kamu, pesan apa yang akan kamu titipkan untuk dirimu beberapa tahun dari sekarang?",itb tunggu akuuu | Semangat selalu calon orang Sukses | bismillahirrahmanirrahim itb tungguuuin akuu kalo udah dewasa yaaa | itb terima aku yaa di fakultas Teknik mu tahun depan | bismillah ITB 2027 | tunggu akuu | bismillah masuk situ | itb tunggu akuu yaa | Barangkali ada yang minat jasa Bebersih kosan
https://www.tiktok.com/@itbofficial/video/7532482313221967160,itbofficial,7-29,142.7K,11.4K,Sore di kampus kami. Tempat pulang yang tak pernah benar-benar pergi.,kampus yg di bikin gamon tp nyoba aja ga berani | di kehidupan kapan2 yaa itebeh | andai pinter akademik | mingw lahir di Bandungbesar di Bandungmenua di Bandungtapi kenapa ya ga bisa kuliah di Institut Teknologi Bandung  | kalu mau kuliah di ITB pas SMA jurusannya apa sih SERIUS NANYA | tunggu 10tahun lagi y akan kuantarkan putriku kesitu | one day bub | TUNGGU AKU ITB | pgn ITB tp gtw jurusan apa soalnya pgn masuk kedokteran | in this life ya
https://www.tiktok.com/@itbofficial/video/7530197710784253190,itbofficial,7-23,1369,118,Aura farming +999 berkat jaket almamater ITB 😎⭐️⭐️⭐️⭐️,ada jalur kasian ga | Di tahun 2028 nanti tolong terima anak saya yah ITB  | 2031 terima aku ya itb  | min kenapa ga centang biru min | miinn aku 2031 masuk ya lewat mulu soalnya di fyp | tahun depan terima saya min | min terima aku ya di tahun 2026 | min nanya kalau mau S2 ke ITB  bisa gak linjur dari soshum ke saintek min  | Firsttt | min tunggu saya di 20302031 buat nyusul kesana
https://www.tiktok.com/@itbofficial/video/7508599429079813394,itbofficial,5-26,148,5,"Dari tawa hingga air mata, dari diskusi intens hingga malam-malam tanpa tidur, setiap momen telah membentuk kita menjadi pribadi yang tangguh dan siap menghadapi dunia. Kini, babak baru telah menanti. Ingatlah selalu bahwa ilmu yang dapatkan di kampus ini adalah bekal abadi yang akan menuntun langkah-langkah di masa depan. Terbanglah tinggi, raih impian-impian terbesar, dan jadilah agen perubahan yang membawa kebaikan bagi masyarakat. Selamat untuk seluruh wisudawan! #wispril #wisudaapril #ITB4impact #ITBberdampak #Diktisaintekberdampak =.=.=.=.= Ikuti terus informasi terbaru Institut Teknologi Bandung di: Situs web itb.ac.id YouTube/Podcast @itbofficial Twitter (X) @itbofficial Facebook @institutteknologibandung Tiktok @itbofficial Instagram @itb1920 LinkedIn Institut Teknologi Bandung",mas amba nya mana cik | Itb please buka jalur lagi | my dream university  | itb tunggu aku ya | mas amba pernah kuliah disini | mau masukk itbb | bikin trend pake lagu back to friend min | ga jadi ambil snbp itb karna ada linggis jawa | Adain sm batch 2 dong I plead with you | Wahai itbtolonglah fttm jgn di cirebon lah itbbb panas itbbbb di bandung aj itbbbb rindangasriadem intinya mantep lah itbbb
https://www.tiktok.com/@itbofficial/video/7508582443121691925,itbofficial,5-26,51,0,"ITB memperkenalkan dua inovasi pascapanen canggih, yakni Mobile Corn Dryer (MCD) dan Mesin Jemur Dehidrator! MCD mempercepat dan memudahkan pengeringan jagung, menjaga kualitas panen petani. Sementara itu, Mesin Jemur Dehidrator berfungsi mengatasi masalah pengeringan tradisional untuk berbagai komoditas seperti kunyit, ubi, dan ikan, memastikan produk tetap berkualitas dan higienis. Inovasi ini hadir untuk mengurangi kerugian petani, menjaga mutu produk, dan mendukung UMKM melalui solusi pemrosesan hasil pertanian dan pangan yang efisien dan hemat energi. #ITB4impact #ITBberdampak #Diktisaintekberdampak #Inovasiteknologi #teknologipangan =.=.=.=.= Ikuti terus informasi terbaru Institut Teknologi Bandung di: Situs web itb.ac.id YouTube/Podcast @itbofficial Twitter (X) @itbofficial Facebook @institutteknologibandung Tiktok @itbofficial Instagram @itb1920 LinkedIn Institut Teknologi Bandung",terima aku yaa itb | setaun lalu ada linggis jawa | ITB take me ya nanti
https://www.tiktok.com/@itbofficial/video/7496027951520025874,itbofficial,4-22,94,6,Kantin Baru ITB,mahasiswa kok gabisa bedain mana kritik mana menghina  | wkwk univ top gak menjamin isinya juga top negara kita emang diperbolehkan bebas berekspresi tapi bukan berarti gak ada aturan haha | tolong ajarin mahasiswa nya agar bisa membedakan antara kritik dan pelecehan | Pelakunya beneran mahasiswi ITBhow come | serius ga rame nihh | UNIV TOLOL WKWK | mahasiswi nya salah bukanya di do malah di dukung univ kocak  | aduuhklo slaah yaa minta maaf ngga usah cari pembenaran muter muter | ijin berkomentarsaya pikir percuma fasilitasbangunan dan infrastruktur sangat bagus tapi mahasiswasiswi yg belajar di ITB tidak menunjukan bahwa mereka adalah kaum terpelajar | jangan jangan isinya LGBT semua ya
https://www.tiktok.com/@itbofficial/video/7478211799578430727,itbofficial,3-5,242,6,Dies Natalis ITB ke 66 Tahun,Jangan2 ITB isinya  semua yaa kan meme cipkan di bilang wajar sama BEMnya  | katanya almetnya Ampe 80 jtan ohh paket lengkap PP  pintar dan pea  anjay keren bat gw recall  bcanda ngabs | itb menerima siswa  siswi berdasarkan apa ya kok bisa ada mahasiwai ny yg ga ngerti mana kritik mana menghina | Ikutin jejaku | syarat masuk ITB BANYAKIN DUIT AJA adab BELAKANGAN  | Itb kenapa kamu nolak akuu | assalamualaikum itb | adakah angkatan 2002 namanya Deny Yusuf Slamet | itb plisss Terima aku plisss | REQUEST FAREL FAIZ DI DO JUGAA
https://www.tiktok.com/@itbofficial/video/7476374464377195797,itbofficial,2-28,153,3,"#episode12 Jelajah Fakultas dan Sekolah Institut Teknologi Bandung kini di episode penutup nih. Di sesi ini, kita akan menjelajahi fakultas yang bakal merancang pabrik, menghasilkan produk-produk inovatif, juga siap mengelola perusahaan dengan kebijakan yang komprehensif loh. Yups benar banget, episode penutup ini akan berkunjung ke Fakultas Teknologi Industri @fti.itb Nonton selengkapnya pada minivlog berikut ya! Terima kasih telah menyaksikan konten jelajah Fakultas dan Sekolah ITB dari @dutakampusitb ya. Semoga tahun ini bisa menjadi tahun kalian bergabung ke keluarga besar Institut Teknologi Bandung! #𝙙𝙪𝙩𝙖𝙠𝙖𝙢𝙥𝙪𝙨𝙞𝙩𝙗 #𝙘𝙝𝙖𝙧𝙖𝙘𝙩𝙚𝙧 #𝙗𝙧𝙖𝙞𝙣 #𝙗𝙚𝙝𝙖𝙫𝙞𝙤𝙪𝙧 #𝙞𝙣𝙨𝙩𝙞𝙩𝙪𝙩𝙩𝙚𝙠𝙣𝙤𝙡𝙤𝙜𝙞𝙗𝙖𝙣𝙙𝙪𝙣𝙜 ==—==—==—==—== Ikuti terus informasi terbaru Institut Teknologi Bandung di: Situs web itb.ac.id YouTube/Podcast @itbofficial Twitter (X) @itbofficial Facebook @institutteknologibandung Tiktok @itbofficial Instagram @itb1920 LinkedIn Institut Teknologi Bandung",ITB KAMPUS BOBROK | Kampus elit adab sulit | aduuhklo slaah yaa minta maaf ngga usah cari pembenaran muter muter | TERPELAJAR | kampus paling terhina tahun ini | fakultas bobrok | ITB pendidikan teknologi tapi ga bisa mendidik karakter mahasiswa mahasiswi | wah putra kami juga FTI Teknik Kimiasemester 8 semoga lancar skripsinya  semoga kami sekeluarga bisa datang saat wisuda nanti Malang goes to Bandung | Sehina ini kah kualitas pendidikan di negeri ini | gmn cara mengajar mahasiswanya itbofficial inimasa g bisa bedain mengkritik dgn penghinaan
https://www.tiktok.com/@univbrawijaya/video/7572129854213098772,univbrawijaya,2d ago,99,0,"Weekend jam segini ngopi kali ya? ☕☕☕☕ Siapa yang sempat mampir di gelaran ARTCOFEST 2025 lalu? Festival inisiasi #KampusUB dan Kantor Perwakilan BI Malang ini menggabungkan dunia kopi, seni dan komunitas dalam satu wadah kolaboratif. Selain pameran, ARTCOFEST juga mengadu bakat pecinta kopi dan komunitas kreatif di kota Malang. Pak Rektor juga mampir sambil ngopi loh! Kolaborasi ini, menurut Prof. Widodo, merupakan langkah strategis dalam mendorong peningkatan mutu produk kopi Indonesia. Buat yang ketinggalan, ini dia cuplikannya untuk #TemanUB! #UB #KampusUB #UniversitasBrawijaya #BuildingUpNobleFuture #UBMelesat🚀",
https://www.tiktok.com/@univbrawijaya/video/7572128441575705863,univbrawijaya,3d ago,49,0,"Liburan semester gak cuma rebahan! Tapi volunteer ke luar negeri melalui bareng Global Volunteer AIESEC in UB 😆 Setiap orang punya cara unik buat berdampak. Mau lewat pendidikan, lingkungan, atau kesehatan, kamu bisa pilih SDG yang paling kamu peduli. Cukup satu langkah kecil dan dunia berubah sedikit demi sedikit. Dan bagian terbaiknya? Siapapun bisa ikut. Termasuk kamu yang pengen tumbuh, belajar, dan memberi arti untuk dunia bersama AIESEC in UB @brawijayaleads 💙",pertama min
https://www.tiktok.com/@univbrawijaya/video/7572095434601057553,univbrawijaya,3d ago,1278,56,"Congratulations King and Queen!! 👑👑 Grand final Putra Putri Brawijaya telah selesai Selasa lalu. Setelah mengikuti serangkaian proses seleksi dan beragam materi, akhirnya Putra dan Putri Brawijaya tahun 2025 telah resmi dilantik. Selamat kepada : I Ketut Ricky Aditya Sunaya (Putra Brawijaya 2025) FEB 2025 Birgita Joy Clarissa (Putri Brawijaya 2025) FIA 2024 Ezzy Eka Prasetya (Runner Up 1 Putra Brawijaya 2025) FIA 2024 ⁠Fidela Arci Aulia (Runner Up 1 Putri Brawijaya 2025) FIB 2024 Defriansyah Putra Pratama (Runner Up 2 Putra Brawijaya 2025) FIA 2024 ⁠Naghita Puteri Fashihah (Runner Up 2 Putri Brawijaya 2025) FISIP 2025 Sultan Baariq (Putra Brawijaya Intelegensia 2025) FISIP 2023 ⁠Azka Aqila (Putri Brawijaya Intelegensia 2025) FIB 2024 Ghifari Nazzila Nurillahi (Putra Brawijaya Berbakat 2025) FMIPA 2025 ⁠Stephanie Vallencia (Putri Brawijaya Berbakat 2025) FIA 2024 Alden Tristan Eky (Putra Brawijaya Favorit 2025) FEB 2025 ⁠Davina Jasmine (Putri Brawijaya Favorit 2025) FTP 2024 Semangat yaaa!! #UB #KampusUB #UniversitasBrawijaya #BuildingUpNobleFuture #UBMelesat🚀",itu yg ikut mahasiswappds juga ikut kak | Semangat Putri no 04  | Anak ku ikutan Putra Putri Brawijaya tp ga dpt  | pertama semoga bisa masuk ub 2028 | ke 5 nih pengen disapaa | pleass terima aku ub 2028
https://www.tiktok.com/@univbrawijaya/video/7568723909827235092,univbrawijaya,11-5,91,3,"Membuka pagi ini dengan insight tentang dunia atsiri dari Dr. Kilala Tilaar 🔥🔥🔥 Sebagai CEO dari Martha Tilaar Group, Pak KIlala pasti tahu banget seluk beluk riset kosmetik dan per-atsiri-an. Tapi, sebenarnya gimana ya prospek riset dan industri ini di masa datang? Cobaa cek video tanya-tanya berikut ini yuk! ✨✨✨ #UB #KampusUB #UniversitasBrawijaya #BuildingUpNobleFuture #UBMelesat🚀",kampus keinginan | Oke  | Tolong diusut atas nama rayhan ramadhan Rayhan | Kevinn | Mahasiswa unbraw ada yg viral masstub pak Rayhan | Kocok teros han Rayhan | Anak politik ada yg masstub pak Rayhan | Kampus lu han Rayhan | Rayhan | Rayhan Rayhan
https://www.tiktok.com/@univbrawijaya/video/7568718552409115925,univbrawijaya,11-4,36,0,"Makan lalapan buahnya anggur Eh, ada Pak Dahlan sama Prof. Arifiin Noor! Simak perbincangan Dahlan Iskan bersama Prof. Arifin Noor yang membahas tentang hasil riset sang Profesor Jagung dan penelitian lainnya hanya di https://youtu.be/L2dDKqcBqzs?si=1hQIW_5ZK5K6fyzI Tapi itu jagungnya beneran mang enak banget!! Ada yang tahu nama salah satu varietas jagungnya Prof. Arifin apa? 🌽🌽 #UB #KampusUB #UniversitasBrawijaya #BuildingUpNobleFuture #UBMelesat🚀",hallo universitas brawijayakita satu brawijayaminnnn doakan tahunn 2031 bisaa masuk ub  aminnakuu ngefenss sama kampus universitas brawijaya akuu makinn ke sekolahh rajinn soall nya keinget kata kata ub  ilov you ub ku warna biruu kebanggaan kita semuaa  | Oke  | Video rayhan mencoreng nama baik kampus Rayhan | Viral sk4ndal rayhan ramadhan anak ilmu politik unbraw Rayhan | Rayhan
https://www.tiktok.com/@univbrawijaya/video/7566477469075639553,univbrawijaya,11-1,105,5,"Seperti biasa, wiken waktunya mimin ajak jalan-jalan! Yuk! Kali ini kita akan menghampiri Ikhlas Muhammad Sabilly, #TemanUB dari Fakultas Teknik yang lagi penelitian di Universitat Politècnica de Catalunya (UPC), Barcelona, Spanyol. Sabilly adalah visiting student dan sekarang lagi penelitian tentang jaringan optik elastis! Selain kegiatan riset, Sabilly juga beradaptasi dengan lingkungan akademik dan budaya kerja di Eropa, yang menekankan kolaborasi, inovasi, dan kedisiplinan tinggi dalam riset ilmiah. Ternyata, Sabilly diundang oleh Prof. Jaume Comellas, Direktur Optical Communication Research Group di UPC untuk jadi bagian dari riset kolaboratif bidang optical networking lho! Seperti apa sih, kegiatan Sabilly? Cek ini yuk! Hayoo, siapa yang tahu penyanyi lagu di akhir video inii? #UB #KampusUB #UniversitasBrawijaya #BuildingUpNobleFuture #UBMelesat🚀",ubb | hello my friend  | Rayhan
https://www.tiktok.com/@univbrawijaya/video/7566500179189271815,univbrawijaya,10-29,62,3,"Baru aja nanjak, udah pada pegang pinggang 🗿 Siapa yang kemarin juga baca kalimat ini waktu UB Forest Trail Run+? Kalimat penyemangat ini dipasang supaya peserta trail run tetap semangat lari sambil menikmati suasana alam dan sejuknya pagi hari di UB Forest, tentunya sambil kenalan dengan teman baru. UBTR+ merupakan kompetisi lari lintas alam pertama UB Forest dalam rangka Dies Natalis ke-63 . Gimana acaranya? Mantap ya medannya! 💥💥 Ketinggalan infonya? Check videonya Farhan berikut ini yaaa!",kampus impian ku | Anak ilmu politik atas nama rayhan ramadhan masstub menjelekkan nama UB Rayhan | Nama kampus jadi jelek gegara rayhan ramadhan Rayhan
https://www.tiktok.com/@univbrawijaya/video/7566475544188013840,univbrawijaya,10-29,3783,1856,"Minggu ini jadwal padat merayap? 😫😫 Tenanggg, mimin punya info mid-week menarik! Menjemput Senja di Lapangan Rektorat hadir lagi! Kali ini ada guest starnya loh! Save the date! 📆Kamis, 30 Oktober 2025 ⏲ 15.00 WIB Jangan sampai lupaa! See you di LapRek. #UB #KampusUB #UniversitasBrawijaya #BuildingUpNobleFuture #UBMelesat🚀",cancel min jdi Jumat biar g ad kelas  | iiihh ada kelas smpe jam brp deh | bayar nggak kak | minnn info pendaftaran mahasiswa baru 2026 dongg ada golden tiket ngga niiwronged | Kenapa ada pas udah lulus | gasss | kalo ujan gmn mim | apaan tadi ujan dueres banget  | rikwes undang reality club min udah follow  | sampe jam berapa pls aku ada kelas bentar lagi
https://www.tiktok.com/@univbrawijaya/video/7564710972515011848,univbrawijaya,10-24,645,99,"Senandung Sholawat di Samanta Krida Untuk kali keempat, #KampusUB kembali memperingati Hari Santri Nasional 2025! Puncak Hari Santri ini diselenggarakan di Samanta Krida, Rabu malam. Selain Sholawat Albanjari oleh UKM Seni Religi feat Gus Ilham Alfatih, ada juga maudihotul hasanah atau tausyiah dari KH. Dr. Ahmad Junaidi Hidayat, S.H., S.Ag., yang menekankan pentingnya mengaitkan ilmu dengan nilai agama dalam kehidupan akademik. Seperti apa syahdunya Brawijaya Bersholawat tahun ini? Cek video ini yaa! #UB #KampusUB #UniversitasBrawijaya #BuildingUpNobleFuture #UBMelesat🚀",bismillah ub yaAllah | bismillah bisa masukk ub  | alhamdulillah saya lulusan UB 2016 | Seksi acara yang cowok anak sayaminAlhamdulillah bisa menjadi bagian dari Ub | ub terima aku di 2026 yaaaa  | mau ikut boleh gk min | alkhamdulillah disekian banyak anak disitu ada anak saya maju teros untuk ub | lha Zizou endi
https://www.tiktok.com/@univbrawijaya/video/7563158373408066824,univbrawijaya,10-24,152,3,"Langkah kecil untuk empati yang leeeeeeebiiiiih besar! Ini cerita Ferdian Trikusuma, #TemanUB dari Fakultas Vokasi yang aktif dalam berbagai kegiatan relawan, salah satunya bersama Kitabisa. Meskipun cuma sekadar membeli makanan dan dibagikan ke pengguna jalan, tapi, paling tidak memberikan secercah rasa peduli sesama. Kita hidup, untuk saling menghidupi Semangat selalu untuk menjadi versi terbaik dirimu yaa! Have a nice weekend! #UB #KampusUB #UniversitasBrawijaya #BuildingUpNobleFuture #UBMelesat🚀",Masya Allah kerennbarokallah | masyaallah | Rayhan
https://www.tiktok.com/@univbrawijaya/video/7563157180883504392,univbrawijaya,10-21,127,6,"#KampusUB 🤝Bulgaria Beberapa waktu lalu, Duta Besar Bulgaria untuk Indonesia, Tanya Dimitrova, Ph.D melakukan kunjungan ke #KampusUB. Kunjungan ini dalam rangka kuliah tamu peringatan 69 tahun hubungan diplomatik Indonesia-Bulgaria. Melalui acara ini, #KampusUB berharap mampu membuka ruang kolaborasi dan menguatkan hubungan antar dua negara. Lalu, apa harapan Dubes Tanya waktu berkunjung ke #KampusUB? Cek video ini terus baca beritanya di prasetya.ub.ac.id yaa! #UB #KampusUB #UniversitasBrawijaya #BuildingUpNobleFuture #UBMelesat🚀",ngakak visualDuta universitas Brawijaya mutunya serendah ini lulusan S2 dan calon doktor di mana wibawa unbraw meluluskan mahasiswa dengan kwalitas seperti ini | pertama lagi nihhh | Rayhan | niat hati mau nyekolahin adek ke kampus ini Tapi melihat kelakuan mahasiswanya seperti si SAHARA dan dinormalisasi oleh kampusnya dengan cara diem diem saja mahasiswanya kayak gitu bener2 gak jadil Nanti lulus dari Brawijaya malah kayak suahara isi mulutnya binatang semua
https://www.tiktok.com/@univbrawijaya/video/7563156646084594962,univbrawijaya,10-20,210,3,"#KampusUB punya Google Student Ambassador! Nih, kenalin Muhammad Zaidil Munawar, #TemanUB dari Fakultas Ilmu Administrasi. Zaidil adalah Abisheva63 alias mahasiswa baru yang jadi bagian dari 16 #TemanUB dalam proses seleksi GSA. Zaidil juga menjadi pembicara utama dalam rangkaian kegiatan GSA di Jakarta, yang diikuti oleh 100 dari 800 ambasador. Di Jakarta, Zaidil juga mempromosikan tentang keterbukaan #KampusUB terhadap penggunaan AI dan pentingnya menggunakan teknologi secara bertanggung jawab. Apa lagi yang dilakukan #TemanUB yang satu ini? Cek video ini yuk! Jangan lupa berita lengkapnya hanya di prasetya.ub.ac.id yaa! #UB #KampusUB #UniversitasBrawijaya #BuildingUpNobleFuture #UBMelesat🚀",first | keduaaa | Rayhan | min kalo malem medeni
https://www.tiktok.com/@univbrawijaya/video/7563141512628948241,univbrawijaya,10-20,324,23,"Satu negeri, seribu warna Ini dia kreasi #TemanUB dalam ajang Kampung Budaya 2025, di Lapangan Rektorat. Siapa aja yang kemarin mampir malem mingguan di sini? #UB #KampusUB #UniversitasBrawijaya #BuildingUpNobleFuture #UBMelesat🚀",itu pas acara apa ub | Pertamaa | anak aku kuliah di ub | tunggu di angkatan 27 UB | kemarin aku lihat di veteran
